Term,ECSS Standards,Branches
FAI,"['ECSS_Q_ST_70_12C', 'ECSS_Q_ST_70_60CCorr1']",['Q']
FR4,"['ECSS_Q_ST_70_12C', 'ECSS_Q_ST_70_60CCorr1']",['Q']
HDI,"['ECSS_Q_ST_70_12C', 'ECSS_Q_ST_70_60CCorr1']",['Q']
i.a.w.,['ECSS_Q_ST_70_12C'],['Q']
QFP,"['ECSS_Q_ST_70_12C', 'ECSS_Q_ST_70_61C', 'ECSS_Q_ST_70_38C', 'ECSS_Q_ST_70_38CRev1Corr1']",['Q']
SOIC,['ECSS_Q_ST_70_12C'],['Q']
sq,"['ECSS_Q_ST_70_12C', 'ECSS_Q_ST_70_60CCorr1']",['Q']
Tg,"['ECSS_Q_ST_70_12C', 'ECSS_Q_ST_70_60CCorr1', 'ECSS_Q_ST_70_16C', 'ECSS_Q_ST_60_13C']",['Q']
Th,['ECSS_Q_ST_70_12C'],['Q']
Vcc,['ECSS_Q_ST_70_12C'],['Q']
Vrms,['ECSS_Q_ST_70_12C'],['Q']
BOM,['ECSS_Q_ST_20_08C'],['Q']
CTT,['ECSS_Q_ST_20_08C'],['Q']
TOL,['ECSS_Q_ST_20_08C'],['Q']
AVC,['ECSS_Q_ST_70_39C'],['Q']
EBW,['ECSS_Q_ST_70_39C'],['Q']
FSW,"['ECSS_Q_ST_70_39C', 'ECSS_Q_ST_70_15C']",['Q']
GMAW,['ECSS_Q_ST_70_39C'],['Q']
GTAW,['ECSS_Q_ST_70_39C'],['Q']
LBW,['ECSS_Q_ST_70_39C'],['Q']
LFW,['ECSS_Q_ST_70_39C'],['Q']
MPW,['ECSS_Q_ST_70_39C'],['Q']
QTP,['ECSS_Q_ST_70_39C'],['Q']
SME,['ECSS_Q_ST_70_39C'],['Q']
TMAZ,['ECSS_Q_ST_70_39C'],['Q']
WPS,['ECSS_Q_ST_70_39C'],['Q']
WPVR,['ECSS_Q_ST_70_39C'],['Q']
WVTP,['ECSS_Q_ST_70_39C'],['Q']
WVTR,['ECSS_Q_ST_70_39C'],['Q']
AMS,"['ECSS_Q_ST_70_14C', 'ECSS_Q_ST_70_15C']",['Q']
CRES,['ECSS_Q_ST_70_14C'],['Q']
CVD,['ECSS_Q_ST_70_14C'],['Q']
MPa,['ECSS_Q_ST_70_14C'],['Q']
NSST,['ECSS_Q_ST_70_14C'],['Q']
PVD,['ECSS_Q_ST_70_14C'],['Q']
SST,['ECSS_Q_ST_70_14C'],['Q']
EBB,['ECSS_Q_ST_70_60CCorr1'],['Q']
ECM,"['ECSS_Q_ST_70_60CCorr1', 'ECSS_S_ST_00CRev1', 'ECSS_E_ST_10_04C', 'ECSS_S_ST_00C']","['Q', '', 'E']"
FCSI,['ECSS_Q_ST_70_60CCorr1'],['Q']
IMC,['ECSS_Q_ST_70_60CCorr1'],['Q']
IPC,['ECSS_Q_ST_70_60CCorr1'],['Q']
IST,"['ECSS_Q_ST_70_60CCorr1', 'ECSS_Q_ST_70_61C']",['Q']
KPI,['ECSS_Q_ST_70_60CCorr1'],['Q']
max,['ECSS_Q_ST_70_60CCorr1'],['Q']
min,['ECSS_Q_ST_70_60CCorr1'],['Q']
MPCB,"['ECSS_Q_ST_70_60CCorr1', 'ECSS_Q_ST_70_71CRev1', 'ECSS_Q_ST_70CRev2', 'ECSS_Q_ST_70_15C', 'ECSS_Q_ST_70_61C', 'ECSS_Q_ST_70CRev1', 'ECSS_Q_ST_70_71C']",['Q']
MTO,['ECSS_Q_ST_70_60CCorr1'],['Q']
n.,['ECSS_Q_ST_70_60CCorr1'],['Q']
OTD,['ECSS_Q_ST_70_60CCorr1'],['Q']
PCN,"['ECSS_Q_ST_70_60CCorr1', 'ECSS_Q_ST_60CRev3', 'ECSS_Q_ST_60CRev1', 'ECSS_Q_ST_60CRev2', 'ECSS_Q_ST_60_13C']",['Q']
QPL,"['ECSS_Q_ST_70_60CCorr1', 'ECSS_Q_ST_60CRev3', 'ECSS_Q_ST_60CRev1', 'ECSS_Q_ST_60CRev2']",['Q']
Ref,['ECSS_Q_ST_70_60CCorr1'],['Q']
RW,['ECSS_Q_ST_70_60CCorr1'],['Q']
SB,"['ECSS_Q_ST_70_60CCorr1', 'ECSS_U_ST_20C']","['Q', 'U']"
SMT,"['ECSS_Q_ST_70_60CCorr1', 'ECSS_Q_ST_70_61C', 'ECSS_Q_ST_70_38C', 'ECSS_Q_ST_70_08C', 'ECSS_Q_ST_70_38CRev1Corr1']",['Q']
T288,['ECSS_Q_ST_70_60CCorr1'],['Q']
Td,['ECSS_Q_ST_70_60CCorr1'],['Q']
TMA,"['ECSS_Q_ST_70_60CCorr1', 'ECSS_Q_ST_70_16C']",['Q']
wk,['ECSS_Q_ST_70_60CCorr1'],['Q']
GRM,['ECSS_Q_ST_70_17C'],['Q']
ITO,['ECSS_Q_ST_70_17C'],['Q']
LID,['ECSS_Q_ST_70_17C'],['Q']
LIC,['ECSS_Q_ST_70_17C'],['Q']
TCC,['ECSS_Q_ST_70_17C'],['Q']
DRIFT,"['ECSS_Q_ST_70_05CRev1', 'ECSS_Q_ST_70_05C']",['Q']
DTGS,"['ECSS_Q_ST_70_05CRev1', 'ECSS_Q_ST_70_05C']",['Q']
ECHA,['ECSS_Q_ST_70_05CRev1'],['Q']
IES,"['ECSS_Q_ST_70_05CRev1', 'ECSS_Q_ST_70_05C']",['Q']
IUPAC,"['ECSS_Q_ST_70_05CRev1', 'ECSS_Q_ST_70_05C']",['Q']
REACH,"['ECSS_Q_ST_70_05CRev1', 'ECSS_Q_ST_70CRev2', 'ECSS_Q_ST_70_31C']",['Q']
RI,"['ECSS_Q_ST_70_05CRev1', 'ECSS_Q_ST_70_05C']",['Q']
S/N,"['ECSS_Q_ST_70_05CRev1', 'ECSS_Q_ST_70_05C']",['Q']
ESMDB,"['ECSS_Q_ST_70_71CRev1', 'ECSS_Q_ST_70CRev2', 'ECSS_Q_ST_70CRev1', 'ECSS_Q_ST_70_71C']",['Q']
GOX,"['ECSS_Q_ST_70_71CRev1', 'ECSS_Q_ST_70CRev2', 'ECSS_Q_ST_70C', 'ECSS_Q_ST_70CRev1', 'ECSS_Q_ST_70_71C']",['Q']
KIc,"['ECSS_Q_ST_70_71CRev1', 'ECSS_Q_ST_70_71C']",['Q']
KIscc,"['ECSS_Q_ST_70_71CRev1', 'ECSS_Q_ST_70_71C']",['Q']
LOX,"['ECSS_Q_ST_70_71CRev1', 'ECSS_Q_ST_70CRev2', 'ECSS_Q_ST_70C', 'ECSS_Q_ST_70CRev1', 'ECSS_Q_ST_70_71C']",['Q']
MMPDS,"['ECSS_Q_ST_70_71CRev1', 'ECSS_Q_ST_70CRev2', 'ECSS_Q_ST_70_80C', 'ECSS_Q_ST_70CRev1', 'ECSS_Q_ST_70_71C']",['Q']
AA,"['ECSS_Q_ST_70CRev2', 'ECSS_Q_ST_70C', 'ECSS_Q_ST_70CRev1']",['Q']
AISI,"['ECSS_Q_ST_70CRev2', 'ECSS_Q_ST_70C', 'ECSS_Q_ST_70CRev1']",['Q']
CDA,"['ECSS_Q_ST_70CRev2', 'ECSS_Q_ST_70C', 'ECSS_Q_ST_70CRev1']",['Q']
MMPP,"['ECSS_Q_ST_70CRev2', 'ECSS_Q_ST_70_16C', 'ECSS_Q_ST_70C', 'ECSS_Q_ST_70CRev1']",['Q']
QRR,"['ECSS_Q_ST_70CRev2', 'ECSS_Q_ST_70C', 'ECSS_Q_ST_70CRev1']",['Q']
CDM,"['ECSS_Q_ST_60_14CRev1Corr1', 'ECSS_Q_ST_60_14C']",['Q']
HBM,"['ECSS_Q_ST_60_14CRev1Corr1', 'ECSS_Q_ST_60_14C']",['Q']
JEDEC,"['ECSS_Q_ST_60_14CRev1Corr1', 'ECSS_Q_ST_70_61C', 'ECSS_Q_ST_70_38C', 'ECSS_Q_ST_60_14C', 'ECSS_Q_ST_70_38CRev1Corr1']",['Q']
MM,"['ECSS_Q_ST_60_14CRev1Corr1', 'ECSS_Q_ST_60_14C']",['Q']
MSL,"['ECSS_Q_ST_60_14CRev1Corr1', 'ECSS_Q_ST_70_61C']",['Q']
NA,"['ECSS_Q_ST_60_14CRev1Corr1', 'ECSS_Q_ST_60_14C']",['Q']
NSA,"['ECSS_Q_ST_60_14CRev1Corr1', 'ECSS_Q_ST_60_14C']",['Q']
SCSB,"['ECSS_Q_ST_60_14CRev1Corr1', 'ECSS_Q_ST_60CRev3', 'ECSS_Q_ST_60CRev1', 'ECSS_Q_ST_60_14C', 'ECSS_Q_ST_60CRev2', 'ECSS_Q_ST_60_13C']",['Q']
ESR,"['ECSS_Q_ST_30_11CRev2', 'ECSS_Q_ST_60CRev3', 'ECSS_Q_ST_30_11C', 'ECSS_Q_ST_60CRev1', 'ECSS_Q_ST_60CRev2', 'ECSS_Q_ST_30_11CRev1']",['Q']
f,"['ECSS_Q_ST_30_11CRev2', 'ECSS_Q_ST_30_11C', 'ECSS_Q_ST_30_11CRev1']",['Q']
FET,"['ECSS_Q_ST_30_11CRev2', 'ECSS_Q_ST_30_11C', 'ECSS_Q_ST_30_11CRev1']",['Q']
InP,"['ECSS_Q_ST_30_11CRev2', 'ECSS_Q_ST_30_11CRev1']",['Q']
MIL,"['ECSS_Q_ST_30_11CRev2', 'ECSS_Q_ST_30_11C', 'ECSS_Q_ST_30_11CRev1']",['Q']
P,"['ECSS_Q_ST_30_11CRev2', 'ECSS_Q_ST_30_11C', 'ECSS_Q_ST_30_11CRev1']",['Q']
RadHard,"['ECSS_Q_ST_30_11CRev2', 'ECSS_Q_ST_30_11C', 'ECSS_Q_ST_30_11CRev1']",['Q']
Ri,"['ECSS_Q_ST_30_11CRev2', 'ECSS_Q_ST_30_11C', 'ECSS_Q_ST_30_11CRev1']",['Q']
SEBO,"['ECSS_Q_ST_30_11CRev2', 'ECSS_Q_ST_30_11C', 'ECSS_Q_ST_30_11CRev1']",['Q']
"Si,","['ECSS_Q_ST_30_11CRev2', 'ECSS_Q_ST_30_11CRev1']",['Q']
SOA,"['ECSS_Q_ST_30_11CRev2', 'ECSS_Q_ST_30_11C', 'ECSS_Q_ST_30_11CRev1']",['Q']
Tj,"['ECSS_Q_ST_30_11CRev2', 'ECSS_Q_ST_30_11C', 'ECSS_Q_ST_30_11CRev1', 'ECSS_Q_ST_60_13C']",['Q']
Tjmax,"['ECSS_Q_ST_30_11CRev2', 'ECSS_Q_ST_30_11CRev1']",['Q']
Top,"['ECSS_Q_ST_30_11CRev2', 'ECSS_Q_ST_30_11C', 'ECSS_Q_ST_30_11CRev1']",['Q']
VCE,"['ECSS_Q_ST_30_11CRev2', 'ECSS_Q_ST_30_11C', 'ECSS_Q_ST_30_11CRev1']",['Q']
DDA,['ECSS_Q_ST_70_15C'],['Q']
ET,['ECSS_Q_ST_70_15C'],['Q']
NAS,['ECSS_Q_ST_70_15C'],['Q']
POD,['ECSS_Q_ST_70_15C'],['Q']
PSM,['ECSS_Q_ST_70_15C'],['Q']
QQI,['ECSS_Q_ST_70_15C'],['Q']
QMS,['ECSS_Q_ST_70_15C'],['Q']
UT,['ECSS_Q_ST_70_15C'],['Q']
UTG,['ECSS_Q_ST_70_15C'],['Q']
PPE,['ECSS_Q_ST_70_16C'],['Q']
TDS,['ECSS_Q_ST_70_16C'],['Q']
AMP,['ECSS_Q_ST_70_80C'],['Q']
AMVP,['ECSS_Q_ST_70_80C'],['Q']
AMVR,['ECSS_Q_ST_70_80C'],['Q']
DI,['ECSS_Q_ST_70_80C'],['Q']
E-PBF,['ECSS_Q_ST_70_80C'],['Q']
ELI,['ECSS_Q_ST_70_80C'],['Q']
GSTP,['ECSS_Q_ST_70_80C'],['Q']
HFP,['ECSS_Q_ST_70_80C'],['Q']
HIP,['ECSS_Q_ST_70_80C'],['Q']
HPR,['ECSS_Q_ST_70_80C'],['Q']
L-PBF,['ECSS_Q_ST_70_80C'],['Q']
mPBF,['ECSS_Q_ST_70_80C'],['Q']
OEM,['ECSS_Q_ST_70_80C'],['Q']
pAMP,['ECSS_Q_ST_70_80C'],['Q']
PBF,['ECSS_Q_ST_70_80C'],['Q']
pHFP,['ECSS_Q_ST_70_80C'],['Q']
PMCR,['ECSS_Q_ST_70_80C'],['Q']
PVP,['ECSS_Q_ST_70_80C'],['Q']
PVR,['ECSS_Q_ST_70_80C'],['Q']
X-Ray,['ECSS_Q_ST_70_80C'],['Q']
CCP,"['ECSS_Q_ST_60CRev3', 'ECSS_Q_ST_60CRev1', 'ECSS_Q_ST_60CRev2', 'ECSS_Q_ST_60_13C']",['Q']
CECC,"['ECSS_Q_ST_60CRev3', 'ECSS_Q_ST_60CRev1', 'ECSS_Q_ST_60CRev2']",['Q']
CENELEC,"['ECSS_Q_ST_60CRev3', 'ECSS_Q_ST_60CRev1', 'ECSS_Q_ST_60CRev2']",['Q']
CPPA,"['ECSS_Q_ST_60CRev3', 'ECSS_Q_ST_60CRev1', 'ECSS_Q_ST_60CRev2']",['Q']
CSI,"['ECSS_Q_ST_60CRev3', 'ECSS_Q_ST_60CRev1', 'ECSS_Q_ST_60CRev2']",['Q']
CSV,"['ECSS_Q_ST_60CRev3', 'ECSS_Q_ST_60CRev2']",['Q']
EFR,"['ECSS_Q_ST_60CRev3', 'ECSS_Q_ST_60CRev1', 'ECSS_Q_ST_60CRev2', 'ECSS_Q_ST_60_13C']",['Q']
EPPL,"['ECSS_Q_ST_60CRev3', 'ECSS_Q_ST_30_11C', 'ECSS_Q_ST_60CRev1', 'ECSS_Q_ST_60CRev2', 'ECSS_Q_ST_30_11CRev1']",['Q']
GSFC,"['ECSS_Q_ST_60CRev3', 'ECSS_Q_ST_60CRev1', 'ECSS_Q_ST_60CRev2']",['Q']
JD,"['ECSS_Q_ST_60CRev3', 'ECSS_Q_ST_60CRev1', 'ECSS_Q_ST_60CRev2', 'ECSS_Q_ST_60_13C']",['Q']
LVT,"['ECSS_Q_ST_60CRev3', 'ECSS_Q_ST_60CRev1', 'ECSS_Q_ST_60CRev2', 'ECSS_Q_ST_60_13C']",['Q']
NPSL,"['ECSS_Q_ST_60CRev3', 'ECSS_Q_ST_60CRev1', 'ECSS_Q_ST_60CRev2']",['Q']
QCI,"['ECSS_Q_ST_60CRev3', 'ECSS_Q_ST_60CRev1', 'ECSS_Q_ST_60CRev2', 'ECSS_Q_ST_60_13C']",['Q']
TCI,"['ECSS_Q_ST_60CRev3', 'ECSS_Q_ST_60CRev1', 'ECSS_Q_ST_60CRev2', 'ECSS_Q_ST_60_13C']",['Q']
WFR,"['ECSS_Q_ST_60CRev3', 'ECSS_Q_ST_60CRev1', 'ECSS_Q_ST_60CRev2']",['Q']
AXI,['ECSS_Q_ST_70_61C'],['Q']
CBGA,"['ECSS_Q_ST_70_61C', 'ECSS_Q_ST_70_38C', 'ECSS_Q_ST_70_38CRev1Corr1']",['Q']
CCGA,"['ECSS_Q_ST_70_61C', 'ECSS_Q_ST_70_38C', 'ECSS_Q_ST_70_38CRev1Corr1']",['Q']
CLCC,"['ECSS_Q_ST_70_61C', 'ECSS_Q_ST_70_38C', 'ECSS_Q_ST_70_38CRev1Corr1']",['Q']
DIP,['ECSS_Q_ST_70_61C'],['Q']
DPAK,"['ECSS_Q_ST_70_61C', 'ECSS_Q_ST_70_38CRev1Corr1']",['Q']
EDX,['ECSS_Q_ST_70_61C'],['Q']
EPA,['ECSS_Q_ST_70_61C'],['Q']
LCCC,"['ECSS_Q_ST_70_61C', 'ECSS_Q_ST_70_38C', 'ECSS_Q_ST_70_38CRev1Corr1']",['Q']
MELF,"['ECSS_Q_ST_70_61C', 'ECSS_Q_ST_70_38C', 'ECSS_Q_ST_70_38CRev1Corr1']",['Q']
PLCC,"['ECSS_Q_ST_70_61C', 'ECSS_Q_ST_70_38C', 'ECSS_Q_ST_70_38CRev1Corr1']",['Q']
QFN,"['ECSS_Q_ST_70_61C', 'ECSS_Q_ST_70_38CRev1Corr1']",['Q']
Rg,"['ECSS_Q_ST_70_61C', 'ECSS_Q_ST_70_08C']",['Q']
Rs,"['ECSS_Q_ST_70_61C', 'ECSS_Q_ST_70_08C']",['Q']
SIR,"['ECSS_Q_ST_70_61C', 'ECSS_Q_ST_70_38CRev1Corr1']",['Q']
SMD,"['ECSS_Q_ST_70_61C', 'ECSS_Q_ST_70_38C', 'ECSS_Q_ST_60_13C', 'ECSS_Q_ST_70_38CRev1Corr1']",['Q']
SOD,"['ECSS_Q_ST_70_61C', 'ECSS_Q_ST_70_38C', 'ECSS_Q_ST_70_38CRev1Corr1']",['Q']
SOT,"['ECSS_Q_ST_70_61C', 'ECSS_Q_ST_70_38C', 'ECSS_Q_ST_70_38CRev1Corr1']",['Q']
SOP,"['ECSS_Q_ST_70_61C', 'ECSS_Q_ST_70_38CRev1Corr1']",['Q']
TO,"['ECSS_Q_ST_70_61C', 'ECSS_Q_ST_70_38C', 'ECSS_Q_ST_70_38CRev1Corr1']",['Q']
TSOP,"['ECSS_Q_ST_70_61C', 'ECSS_Q_ST_70_38CRev1Corr1']",['Q']
BPS,['ECSS_Q_ST_70_40C'],['Q']
BVTP,['ECSS_Q_ST_70_40C'],['Q']
BVTR,['ECSS_Q_ST_70_40C'],['Q']
RfA,['ECSS_Q_ST_70_40C'],['Q']
EARM,"['ECSS_S_ST_00CRev1', 'ECSS_S_ST_00C']",['']
ALM,['ECSS_U_ST_20C'],['U']
MSR,['ECSS_U_ST_20C'],['U']
PPAA,['ECSS_U_ST_20C'],['U']
PRA,['ECSS_U_ST_20C'],['U']
SSB,['ECSS_U_ST_20C'],['U']
STP,['ECSS_U_ST_20C'],['U']
Si,['ECSS_Q_ST_30_11C'],['Q']
MAPTIS,['ECSS_Q_ST_70C'],['Q']
m,['ECSS_Q_ST_70_10C'],['Q']
MCGA,['ECSS_Q_ST_70_38C'],['Q']
INH1,['ECSS_Q_ST_70_08C'],['Q']
ROH1,['ECSS_Q_ST_70_08C'],['Q']
ROL0,['ECSS_Q_ST_70_08C'],['Q']
ROL1,['ECSS_Q_ST_70_08C'],['Q']
AOQ,['ECSS_Q_ST_60_13C'],['Q']
CA,['ECSS_Q_ST_60_13C'],['Q']
Ea,['ECSS_Q_ST_60_13C'],['Q']
HAST,['ECSS_Q_ST_60_13C'],['Q']
QBSD,['ECSS_Q_ST_60_13C'],['Q']
RoHs,['ECSS_Q_ST_60_13C'],['Q']
THB,['ECSS_Q_ST_60_13C'],['Q']
T/C,['ECSS_Q_ST_60_13C'],['Q']
AITP,"['ECSS_E_ST_10_02C', 'ECSS_E_ST_10_03C']",['E']
AIVP,['ECSS_E_ST_10_02C'],['E']
ARPT,['ECSS_E_ST_10_02C'],['E']
IRPT,['ECSS_E_ST_10_02C'],['E']
RRPT,['ECSS_E_ST_10_02C'],['E']
SVF,['ECSS_E_ST_10_02C'],['E']
VRPT,['ECSS_E_ST_10_02C'],['E']
AME,['ECSS_E_ST_60_20CRev1'],['E']
ARME,['ECSS_E_ST_60_20CRev1'],['E']
GRME,['ECSS_E_ST_60_20CRev1'],['E']
MDE,['ECSS_E_ST_60_20CRev1'],['E']
MME,['ECSS_E_ST_60_20CRev1'],['E']
MRE,['ECSS_E_ST_60_20CRev1'],['E']
RME,['ECSS_E_ST_60_20CRev1'],['E']
DS-DE,['ECSS_E_ST_50_12C'],['E']
ECL,['ECSS_E_ST_50_12C'],['E']
L-Char,['ECSS_E_ST_50_12C'],['E']
Mb/s,['ECSS_E_ST_50_12C'],['E']
PECL,['ECSS_E_ST_50_12C'],['E']
SCI,['ECSS_E_ST_50_12C'],['E']
MAH,['ECSS_E_ST_10_04C'],['E']
MCD,['ECSS_E_ST_10_04C'],['E']
MET,['ECSS_E_ST_10_04C'],['E']
USSA,['ECSS_E_ST_10_04C'],['E']
BFN,['ECSS_E_ST_20C'],['E']
SAD,['ECSS_E_ST_20C'],['E']
DKth,['ECSS_E_ST_32_01CRev1'],['E']
APP,['ECSS_E_ST_50_01C'],['E']
AWGN,['ECSS_E_ST_50_01C'],['E']
CADU,['ECSS_E_ST_50_01C'],['E']
FER,['ECSS_E_ST_50_01C'],['E']
GF(n),['ECSS_E_ST_50_01C'],['E']
MS/S,['ECSS_E_ST_50_01C'],['E']
R-S,['ECSS_E_ST_50_01C'],['E']
FECF,"['ECSS_E_ST_50_03C', 'ECSS_E_ST_50_04C']",['E']
BTG,['ECSS_E_ST_50_04C'],['E']
CMM,['ECSS_E_ST_50_04C'],['E']
LLIF,['ECSS_E_ST_50_04C'],['E']
NW,['ECSS_E_ST_50_04C'],['E']
PW,['ECSS_E_ST_50_04C'],['E']
TED,['ECSS_E_ST_50_04C'],['E']
ITU-RR,['ECSS_E_ST_50C'],['E']
TQ,['ECSS_E_ST_10_03C'],['E']
TNOp,['ECSS_E_ST_10_03C'],['E']
